Channel              :,CH1
Frequency            :,1.010kHz
Period               :,0.990ms
PK-PK                :,187.5mV
Probe attenuation    :,1X
Voltage per ADC value:,0.244141mV
Time interval        :,1.00000us

index,CH1_Voltage(mV)
1,-50.781250
2,-50.781250
3,-50.781250
4,-50.781250
5,-46.875000
6,-46.875000
7,-46.875000
8,-46.875000
9,-46.875000
10,-46.875000
11,-42.968750
12,-46.875000
13,-42.968750
14,-42.968750
15,-42.968750
16,-42.968750
17,-42.968750
18,-42.968750
19,-39.062500
20,-39.062500
21,-39.062500
22,-39.062500
23,-39.062500
24,-39.062500
25,-35.156250
26,-35.156250
27,-35.156250
28,-35.156250
29,-35.156250
30,-35.156250
31,-35.156250
32,-31.250000
33,-31.250000
34,-31.250000
35,-31.250000
36,-31.250000
37,-31.250000
38,-31.250000
39,-31.250000
40,-27.343750
41,-27.343750
42,-27.343750
43,-27.343750
44,-27.343750
45,-27.343750
46,-23.437500
47,-23.437500
48,-23.437500
49,-23.437500
50,-23.437500
51,-23.437500
52,-19.531250
53,-19.531250
54,-19.531250
55,-19.531250
56,-19.531250
57,-19.531250
58,-19.531250
59,-15.625000
60,-15.625000
61,-15.625000
62,-15.625000
63,-15.625000
64,-15.625000
65,-15.625000
66,-11.718750
67,-11.718750
68,-11.718750
69,-11.718750
70,-11.718750
71,-11.718750
72,-11.718750
73,-7.812500
74,-7.812500
75,-7.812500
76,-7.812500
77,-7.812500
78,-7.812500
79,-7.812500
80,-3.906250
81,-3.906250
82,-3.906250
83,-3.906250
84,-3.906250
85,-3.906250
86,0.000000
87,0.000000
88,0.000000
89,0.000000
90,0.000000
91,0.000000
92,0.000000
93,3.906250
94,3.906250
95,3.906250
96,3.906250
97,3.906250
98,3.906250
99,3.906250
100,7.812500
101,7.812500
102,7.812500
103,7.812500
104,7.812500
105,7.812500
106,7.812500
107,11.718750
108,11.718750
109,11.718750
110,11.718750
111,11.718750
112,11.718750
113,11.718750
114,11.718750
115,15.625000
116,15.625000
117,15.625000
118,15.625000
119,15.625000
120,15.625000
121,15.625000
122,15.625000
123,19.531250
124,19.531250
125,19.531250
126,19.531250
127,19.531250
128,19.531250
129,19.531250
130,23.437500
131,23.437500
132,23.437500
133,23.437500
134,23.437500
135,23.437500
136,23.437500
137,23.437500
138,27.343750
139,27.343750
140,27.343750
141,27.343750
142,27.343750
143,27.343750
144,27.343750
145,27.343750
146,27.343750
147,31.250000
148,31.250000
149,31.250000
150,31.250000
151,31.250000
152,31.250000
153,31.250000
154,35.156250
155,35.156250
156,35.156250
157,35.156250
158,35.156250
159,35.156250
160,35.156250
161,35.156250
162,35.156250
163,39.062500
164,39.062500
165,39.062500
166,39.062500
167,39.062500
168,39.062500
169,39.062500
170,39.062500
171,39.062500
172,42.968750
173,42.968750
174,42.968750
175,42.968750
176,42.968750
177,42.968750
178,42.968750
179,42.968750
180,42.968750
181,46.875000
182,46.875000
183,46.875000
184,46.875000
185,46.875000
186,46.875000
187,46.875000
188,46.875000
189,46.875000
190,50.781250
191,50.781250
192,50.781250
193,50.781250
194,50.781250
195,50.781250
196,50.781250
197,50.781250
198,50.781250
199,50.781250
200,50.781250
201,50.781250
202,50.781250
203,54.687500
204,54.687500
205,54.687500
206,54.687500
207,54.687500
208,54.687500
209,54.687500
210,54.687500
211,58.593750
212,58.593750
213,58.593750
214,58.593750
215,58.593750
216,58.593750
217,58.593750
218,58.593750
219,58.593750
220,58.593750
221,58.593750
222,58.593750
223,58.593750
224,62.500000
225,62.500000
226,62.500000
227,62.500000
228,62.500000
