Channel              :,CH1
Frequency            :,1.010kHz
Period               :,0.990ms
PK-PK                :,140.6mV
Probe attenuation    :,1X
Voltage per ADC value:,0.244141mV
Time interval        :,1.00000us

index,CH1_Voltage(mV)
1,-46.875000
2,-46.875000
3,-46.875000
4,-42.968750
5,-42.968750
6,-42.968750
7,-42.968750
8,-42.968750
9,-42.968750
10,-42.968750
11,-42.968750
12,-42.968750
13,-42.968750
14,-39.062500
15,-39.062500
16,-39.062500
17,-39.062500
18,-39.062500
19,-39.062500
20,-39.062500
21,-39.062500
22,-39.062500
23,-39.062500
24,-35.156250
25,-35.156250
26,-35.156250
27,-35.156250
28,-35.156250
29,-35.156250
30,-35.156250
31,-35.156250
32,-35.156250
33,-35.156250
34,-31.250000
35,-31.250000
36,-31.250000
37,-31.250000
38,-31.250000
39,-31.250000
40,-31.250000
41,-31.250000
42,-31.250000
43,-27.343750
44,-27.343750
45,-27.343750
46,-27.343750
47,-27.343750
48,-27.343750
49,-27.343750
50,-27.343750
51,-27.343750
52,-27.343750
53,-23.437500
54,-23.437500
55,-23.437500
56,-23.437500
57,-23.437500
58,-23.437500
59,-23.437500
60,-19.531250
61,-19.531250
62,-19.531250
63,-19.531250
64,-19.531250
65,-19.531250
66,-19.531250
67,-19.531250
68,-19.531250
69,-19.531250
70,-15.625000
71,-15.625000
72,-15.625000
73,-15.625000
74,-15.625000
75,-15.625000
76,-15.625000
77,-15.625000
78,-15.625000
79,-15.625000
80,-11.718750
81,-11.718750
82,-11.718750
83,-11.718750
84,-11.718750
85,-11.718750
86,-11.718750
87,-7.812500
88,-7.812500
89,-7.812500
90,-7.812500
91,-7.812500
92,-7.812500
93,-7.812500
94,-7.812500
95,-7.812500
96,-3.906250
97,-3.906250
98,-3.906250
99,-3.906250
100,-3.906250
101,-3.906250
102,-3.906250
103,-3.906250
104,-3.906250
105,-3.906250
106,0.000000
107,0.000000
108,0.000000
109,0.000000
110,0.000000
111,0.000000
112,0.000000
113,0.000000
114,0.000000
115,0.000000
116,3.906250
117,3.906250
118,3.906250
119,3.906250
120,3.906250
121,3.906250
122,3.906250
123,3.906250
124,3.906250
125,7.812500
126,7.812500
127,3.906250
128,7.812500
129,7.812500
130,7.812500
131,7.812500
132,7.812500
133,7.812500
134,7.812500
135,7.812500
136,11.718750
137,11.718750
138,11.718750
139,11.718750
140,11.718750
141,11.718750
142,11.718750
143,11.718750
144,11.718750
145,11.718750
146,11.718750
147,15.625000
148,15.625000
149,15.625000
150,15.625000
151,15.625000
152,15.625000
153,15.625000
154,15.625000
155,15.625000
156,15.625000
157,15.625000
158,19.531250
159,19.531250
160,19.531250
161,19.531250
162,19.531250
163,19.531250
164,19.531250
165,19.531250
166,19.531250
167,19.531250
168,23.437500
169,23.437500
170,23.437500
171,23.437500
172,23.437500
173,23.437500
174,23.437500
175,23.437500
176,23.437500
177,23.437500
178,23.437500
179,27.343750
180,23.437500
181,27.343750
182,27.343750
183,27.343750
184,27.343750
185,27.343750
186,27.343750
187,27.343750
188,27.343750
189,27.343750
190,27.343750
191,27.343750
192,27.343750
193,31.250000
194,31.250000
195,31.250000
196,31.250000
197,31.250000
198,31.250000
199,31.250000
200,31.250000
201,31.250000
202,31.250000
203,31.250000
204,31.250000
205,31.250000
206,35.156250
207,35.156250
208,35.156250
209,35.156250
210,35.156250
211,35.156250
212,35.156250
213,35.156250
214,35.156250
215,35.156250
216,35.156250
217,35.156250
218,35.156250
219,35.156250
220,39.062500
221,39.062500
222,39.062500
223,39.062500
224,39.062500
225,39.062500
